Source	Target
STARFOX/EROS	TRAPSTER/PETER PETRU
STARFOX/EROS	MALICE III
MOCKINGBIRD/DR. BARB	TRAPSTER/PETER PETRU
MOCKINGBIRD/DR. BARB	MALICE III
MOCKINGBIRD/DR. BARB	LYJA LAZERFIST [SKRU
LYJA LAZERFIST [SKRU	TRAPSTER/PETER PETRU
RICHARDS, FRANKLIN B	MALICE III
JARVIS, EDWIN	TRAPSTER/PETER PETRU
JARVIS, EDWIN	MALICE III
MALICE III	TRAPSTER/PETER PETRU
YUKIO	GATEWAY
GATEWAY	BLACK WIDOW/NATASHA
GATEWAY	SHADOWCAT/KATHERINE
GATEWAY	LOCKHEED
GATEWAY	SPIDER-WOMAN/JESSICA
STUNT-MASTER/GEORGE	INFERNO
BLAZE, ROXANNE SIMPS	INFERNO
INFERNO	SATAN/MARDU KURIOS
INFERNO	GHOST RIDER II/JOHNN
PARSONS, DR. DEREK	THUNDERBIRD II/JAMES
PARSONS, DR. DEREK	DEVILLE, ARCADIA
PARSONS, DR. DEREK	WYNDHAM, LUCAS
PARSONS, DR. DEREK	SUNSPOT/ROBERTO DACO
PARSONS, DR. DEREK	GUTHRIE, LUCINDA
PARSONS, DR. DEREK	BEDLAM/JESSE AARONSO
PARSONS, DR. DEREK	BOOMER/TABITHA SMITH
PARSONS, DR. DEREK	MIRAGE II/DANIELLE M
PARSONS, DR. DEREK	ARGOS
PARSONS, DR. DEREK	DOMINO III/BEATRICE/
PARSONS, DR. DEREK	CANNONBALL II/SAM GU
PARSONS, DR. DEREK	KING BEDLAM/CHRISTOP
PARSONS, DR. DEREK	LOMENZO, NICOLE
PARSONS, DR. DEREK	DRAGONBLOOD, ULYSSES
PARSONS, DR. DEREK	SIRYN/THERESA ROURKE
SIRYN/THERESA ROURKE	WYNDHAM, LUCAS
SIRYN/THERESA ROURKE	GUTHRIE, LUCINDA
SIRYN/THERESA ROURKE	ARGOS
SIRYN/THERESA ROURKE	LOMENZO, NICOLE
DRAGONBLOOD, ULYSSES	WYNDHAM, LUCAS
DRAGONBLOOD, ULYSSES	GUTHRIE, LUCINDA
DRAGONBLOOD, ULYSSES	KING BEDLAM/CHRISTOP
DRAGONBLOOD, ULYSSES	LOMENZO, NICOLE
LOMENZO, NICOLE	THUNDERBIRD II/JAMES
LOMENZO, NICOLE	DEVILLE, ARCADIA
LOMENZO, NICOLE	WYNDHAM, LUCAS
LOMENZO, NICOLE	SUNSPOT/ROBERTO DACO
LOMENZO, NICOLE	GUTHRIE, LUCINDA
LOMENZO, NICOLE	BEDLAM/JESSE AARONSO
LOMENZO, NICOLE	BOOMER/TABITHA SMITH
LOMENZO, NICOLE	MIRAGE II/DANIELLE M
LOMENZO, NICOLE	ARGOS
LOMENZO, NICOLE	DOMINO III/BEATRICE/
LOMENZO, NICOLE	CANNONBALL II/SAM GU
LOMENZO, NICOLE	KING BEDLAM/CHRISTOP
KING BEDLAM/CHRISTOP	DEVILLE, ARCADIA
KING BEDLAM/CHRISTOP	WYNDHAM, LUCAS
KING BEDLAM/CHRISTOP	GUTHRIE, LUCINDA
KING BEDLAM/CHRISTOP	ARGOS
CANNONBALL II/SAM GU	WYNDHAM, LUCAS
CANNONBALL II/SAM GU	GUTHRIE, LUCINDA
DOMINO III/BEATRICE/	WYNDHAM, LUCAS
DOMINO III/BEATRICE/	GUTHRIE, LUCINDA
DOMINO III/BEATRICE/	ARGOS
ARGOS	WYNDHAM, LUCAS
ARGOS	GUTHRIE, LUCINDA
MIRAGE II/DANIELLE M	WYNDHAM, LUCAS
MIRAGE II/DANIELLE M	GUTHRIE, LUCINDA
BOOMER/TABITHA SMITH	WYNDHAM, LUCAS
BOOMER/TABITHA SMITH	GUTHRIE, LUCINDA
BEDLAM/JESSE AARONSO	WYNDHAM, LUCAS
BEDLAM/JESSE AARONSO	GUTHRIE, LUCINDA
GUTHRIE, LUCINDA	THUNDERBIRD II/JAMES
GUTHRIE, LUCINDA	DEVILLE, ARCADIA
GUTHRIE, LUCINDA	WYNDHAM, LUCAS
GUTHRIE, LUCINDA	SUNSPOT/ROBERTO DACO
SUNSPOT/ROBERTO DACO	WYNDHAM, LUCAS
WYNDHAM, LUCAS	THUNDERBIRD II/JAMES
WYNDHAM, LUCAS	DEVILLE, ARCADIA
SUAREZ, RAPHAEL	COLLECTOR/TANELEER T
SUAREZ, RAPHAEL	ARON [WATCHER]
LYJA LAZERFIST [SKRU	COLLECTOR/TANELEER T
HUNTARA/MARY ELIZABE	COLLECTOR/TANELEER T
PSI-LORD/FRANKLIN BE	COLLECTOR/TANELEER T
SUB-MARINER/NAMOR MA	COLLECTOR/TANELEER T
SUB-MARINER/NAMOR MA	ARON [WATCHER]
ARON [WATCHER]	COLLECTOR/TANELEER T
HUMAN TORCH/JOHNNY S	COLLECTOR/TANELEER T
COLLECTOR/TANELEER T	ANT-MAN II/SCOTT HAR
CABE, BETHANY	CORD, EDWIN
MARTINELLI, VINCENT	WHIPLASH/MARK SCARLO
MCPHERSON, LING	WHIPLASH/MARK SCARLO
CABE, BETHANY	WHIPLASH/MARK SCARLO
CABE, BETHANY	SUNTURION/ARTHUR DEA
SUNTURION/ARTHUR DEA	MCPHERSON, LING
BALDER [ASGARDIAN]	HIPPOLYTA [GREEK GOD
ODIN [ASGARDIAN]	HIPPOLYTA [GREEK GOD
HIPPOLYTA [GREEK GOD	VOLSTAGG
HIPPOLYTA [GREEK GOD	THOR/DR. DONALD BLAK
DIONYSUS [GREEK GOD]	BALDER [ASGARDIAN]
DIONYSUS [GREEK GOD]	TANA NILE
DIONYSUS [GREEK GOD]	KINCAID, DR. JANE FO
HERMES [GREEK GOD]	PLUTO [OLYMPIAN]
HERMES [GREEK GOD]	TANA NILE
HERMES [GREEK GOD]	KINCAID, DR. JANE FO
KINCAID, DR. JANE FO	ARTEMIS
KINCAID, DR. JANE FO	HERA/AUGUSTINE JONES
TANA NILE	ARTEMIS
TANA NILE	HERA/AUGUSTINE JONES
HERA/AUGUSTINE JONES	PLUTO [OLYMPIAN]
BALDER [ASGARDIAN]	ARTEMIS
IRON MAN IV/JAMES R.	CAGLIOSTRO, ALESSAND
CAGLIOSTRO, ALESSAND	DR. DOOM/VICTOR VON
CAGLIOSTRO, ALESSAND	IRON MAN/TONY STARK
BLADE	HELLSTORM/DAIMON HEL
VAN HELSING, RACHEL	HELLSTORM/DAIMON HEL
DRAKE, FRANKLIN	HELLSTORM/DAIMON HEL
BLADE	SILVER SURFER/NORRIN
SILVER SURFER/NORRIN	KING, HANNIBAL/HENRY
SILVER SURFER/NORRIN	VAN HELSING, RACHEL
SILVER SURFER/NORRIN	DRAKE, FRANKLIN
NIGHT RIDER	GHOST RIDER II/JOHNN
SURTUR	BENTLEY, VICTORIA
ASMODEUS	BLACK KNIGHT V/DANE
ASMODEUS	BENTLEY, VICTORIA
ASMODEUS	ARAGORN
ARAGORN	ANCIENT ONE
ARAGORN	BENTLEY, VICTORIA
BENTLEY, VICTORIA	YMIR
BLACK KNIGHT V/DANE	ANCIENT ONE
HIGH EVOLUTIONARY/HE	ROBERTSON, JOE
HIGH EVOLUTIONARY/HE	CARRION III/DR. WILL
HIGH EVOLUTIONARY/HE	TINKERER
HIGH EVOLUTIONARY/HE	DUGAN, TIMOTHY ALOYI
SPIDER-MAN/PETER PARKER	CARRION III/DR. WILL
WATSON-PARKER, MARY	CARRION III/DR. WILL
DUGAN, TIMOTHY ALOYI	CARRION III/DR. WILL
DUGAN, TIMOTHY ALOYI	TINKERER
TINKERER	ROBERTSON, JOE
TINKERER	CARRION III/DR. WILL
CARRION III/DR. WILL	ROBERTSON, JOE
NELSON, DEBBIE HARRI	THING/BEN GRIMM
GAMBIT/REMY LEBEAU	KALI
KALI	STORM/ORORO MUNROE S
KALI	ROGUE /
KALI	NIGHTCRAWLER/KURT WA
KALI	COLOSSUS II/PETER RA
KALI	SHADOWCAT/KATHERINE
KALI	MARROW/SARAH
KALI	WOLVERINE/LOGAN
ONSLAUGHT II	JUGGERNAUT/CAIN MARK
ONSLAUGHT II	ANGEL/WARREN KENNETH
ONSLAUGHT II	CREED, GRAYDON
ONSLAUGHT II	PSYLOCKE/ELISABETH B
CREED, GRAYDON	JUGGERNAUT/CAIN MARK
CREED, GRAYDON	JOSEPH
JOSEPH	JUGGERNAUT/CAIN MARK
GREY, ELAINE	ST. CROIX, LOUIS
GREY, ELAINE	BISHOP /
GREY, ELAINE	CREED, GRAYDON
GREY, ELAINE	DARK BEAST/HENRY MCC
DARK BEAST/HENRY MCC	GREY, DR. JOHN
DARK BEAST/HENRY MCC	ST. CROIX, LOUIS
DARK BEAST/HENRY MCC	MR. SINISTER/NATHAN
DARK BEAST/HENRY MCC	BAILEY, JOEY
DARK BEAST/HENRY MCC	CREED, GRAYDON
DARK BEAST/HENRY MCC	BAILEY, GAILYN
BAILEY, GAILYN	ST. CROIX, LOUIS
BAILEY, GAILYN	PROFESSOR X/CHARLES
BAILEY, GAILYN	GAMBIT/REMY LEBEAU
BAILEY, GAILYN	BISHOP /
BAILEY, GAILYN	MR. SINISTER/NATHAN
BAILEY, GAILYN	MARVEL GIRL/JEAN GRE
BAILEY, GAILYN	CREED, GRAYDON
BAILEY, GAILYN	CYCLOPS/SCOTT SUMMER
CYCLOPS/SCOTT SUMMER	ST. CROIX, LOUIS
CYCLOPS/SCOTT SUMMER	BAILEY, JOEY
CYCLOPS/SCOTT SUMMER	CREED, GRAYDON
CREED, GRAYDON	GREY, DR. JOHN
CREED, GRAYDON	ST. CROIX, LOUIS
CREED, GRAYDON	BISHOP /
CREED, GRAYDON	BAILEY, JOEY
BAILEY, JOEY	ST. CROIX, LOUIS
BAILEY, JOEY	PROFESSOR X/CHARLES
BAILEY, JOEY	GAMBIT/REMY LEBEAU
BAILEY, JOEY	BISHOP /
BAILEY, JOEY	MR. SINISTER/NATHAN
BAILEY, JOEY	MARVEL GIRL/JEAN GRE
MARVEL GIRL/JEAN GRE	ST. CROIX, LOUIS
MR. SINISTER/NATHAN	ST. CROIX, LOUIS
BISHOP /	ST. CROIX, LOUIS
GAMBIT/REMY LEBEAU	ST. CROIX, LOUIS
PROFESSOR X/CHARLES	ST. CROIX, LOUIS
ST. CROIX, LOUIS	GREY, DR. JOHN
ICEMAN/ROBERT BOBBY	POSITRON/RONNIE
BEAST/HENRY &HANK& P	POSITRON/RONNIE
CANNONBALL II/SAM GU	POSITRON/RONNIE
GATEWAY	GAMBIT/REMY LEBEAU
GATEWAY	POSITRON/RONNIE
BISHOP /	POSITRON/RONNIE
CYCLOPS/SCOTT SUMMER	POSITRON/RONNIE
BANSHEE/SEAN CASSIDY	POSITRON/RONNIE
QUICKSILVER/PIETRO M	CREED, GRAYDON
QUICKSILVER/PIETRO M	MASTER MOLD II
MASTER MOLD II	COOPER, DR. VALERIE
JOSEPH	COOPER, DR. VALERIE
JAMESON, J. JONAH	CREED, GRAYDON
CANNONBALL II/SAM GU	ANT-MAN II/SCOTT HAR
CANNONBALL II/SAM GU	CRYSTAL [INHUMAN]
CRYSTAL [INHUMAN]	OZYMANDIAS
SCARLET WITCH/WANDA	OZYMANDIAS
JOSEPH	OZYMANDIAS
JOSEPH	ANT-MAN II/SCOTT HAR
PSYLOCKE/ELISABETH B	OZYMANDIAS
PSYLOCKE/ELISABETH B	IRON MAN V/TEEN TONY
PSYLOCKE/ELISABETH B	ANT-MAN II/SCOTT HAR
MR. FANTASTIC/REED RICHARDS	OZYMANDIAS
MARVEL GIRL/JEAN GRE	ANT-MAN II/SCOTT HAR
HUMAN TORCH/JOHNNY S	OZYMANDIAS
ANGEL/WARREN KENNETH	IRON MAN V/TEEN TONY
HAWK	OZYMANDIAS
ANT-MAN II/SCOTT HAR	GAMBIT/REMY LEBEAU
ANT-MAN II/SCOTT HAR	OZYMANDIAS
ANT-MAN II/SCOTT HAR	IRON MAN V/TEEN TONY
ANT-MAN II/SCOTT HAR	ROGUE /
RICHARDS, FRANKLIN B	OZYMANDIAS
ONSLAUGHT II	OZYMANDIAS
THING/BEN GRIMM	OZYMANDIAS
BISHOP /	OZYMANDIAS
ANT-MAN/DR. HENRY J.	OZYMANDIAS
PROFESSOR X/CHARLES	OZYMANDIAS
ROGUE /	OZYMANDIAS
INVISIBLE WOMAN/SUE	OZYMANDIAS
IRON MAN V/TEEN TONY	OZYMANDIAS
BLACK WIDOW/NATASHA	OZYMANDIAS
WASP/JANET VAN DYNE	OZYMANDIAS
OZYMANDIAS	QUICKSILVER/PIETRO M
ICEMAN/ROBERT BOBBY	FATALE/PAMELA GREENW
STORM/ORORO MUNROE S	FATALE/PAMELA GREENW
HAVOK/ALEX SUMMERS	ONSLAUGHT II
DARK BEAST/HENRY MCC	JUGGERNAUT/CAIN MARK
PROFESSOR X/CHARLES	FATALE/PAMELA GREENW
CANNONBALL II/SAM GU	FATALE/PAMELA GREENW
CYCLOPS/SCOTT SUMMER	FATALE/PAMELA GREENW
WOLVERINE/LOGAN	FATALE/PAMELA GREENW
GAMBIT/REMY LEBEAU	FATALE/PAMELA GREENW
MARVEL GIRL/JEAN GRE	FATALE/PAMELA GREENW
JUGGERNAUT/CAIN MARK	FATALE/PAMELA GREENW
ONSLAUGHT II	FATALE/PAMELA GREENW
HERCULES [GREEK GOD]	ALVAREZ, CARLY
HERCULES [GREEK GOD]	JOSEPH
HERCULES [GREEK GOD]	CREED, GRAYDON
BEAST/HENRY &HANK& P	ALVAREZ, CARLY
BISHOP /	ALVAREZ, CARLY
JOSEPH	ALVAREZ, CARLY
CYCLOPS/SCOTT SUMMER	ALVAREZ, CARLY
QUICKSILVER/PIETRO M	ALVAREZ, CARLY
JAMESON, MARLA MADIS	CREED, GRAYDON
JAMESON, MARLA MADIS	STORM/ORORO MUNROE S
JAMESON, MARLA MADIS	GAMBIT/REMY LEBEAU
JAMESON, MARLA MADIS	ICEMAN/ROBERT BOBBY
JAMESON, MARLA MADIS	DRAKE, WILLIAM ROBER
JAMESON, MARLA MADIS	JOSEPH
JAMESON, MARLA MADIS	CANNONBALL II/SAM GU
JAMESON, MARLA MADIS	HAVOK/ALEX SUMMERS
JAMESON, MARLA MADIS	BISHOP /
JAMESON, MARLA MADIS	ROGUE /
ROGUE /	DRAKE, WILLIAM ROBER
HAVOK/ALEX SUMMERS	CREED, GRAYDON
HAVOK/ALEX SUMMERS	DRAKE, WILLIAM ROBER
HAVOK/ALEX SUMMERS	JOSEPH
TILBY, TRISH/PATRICI	DRAKE, WILLIAM ROBER
JOSEPH	DRAKE, WILLIAM ROBER
JAMESON, J. JONAH	DRAKE, WILLIAM ROBER
CARNAGE/CLETUS KASAD	DUSK
CARNAGE/CLETUS KASAD	BLASTAAR
PURL, DR. NOAH	CONNORS, MARTHA
PURL, DR. NOAH	CHASE, DETECTIVE SLO
PURL, DR. NOAH	CONNORS, BILLY
STRONGARM II/ARMSTRO	CONNORS, MARTHA
STRONGARM II/ARMSTRO	CHASE, DETECTIVE SLO
STRONGARM II/ARMSTRO	CONNORS, BILLY
CONNORS, BILLY	MOORE, TONI
CONNORS, BILLY	BARRON, RICK
CONNORS, BILLY	GREER, GABRIELLE
CONNORS, BILLY	CHASE, DETECTIVE SLO
CHASE, DETECTIVE SLO	LIZARD/DR. CURTIS CO
CHASE, DETECTIVE SLO	MOORE, TONI
CHASE, DETECTIVE SLO	BARRON, RICK
CHASE, DETECTIVE SLO	GREER, GABRIELLE
CHASE, DETECTIVE SLO	CONNORS, MARTHA
CONNORS, MARTHA	MOORE, TONI
CONNORS, MARTHA	BARRON, RICK
CONNORS, MARTHA	GREER, GABRIELLE
ROSENTHAL, BERNIE	UNION JACK III/JOEY
ROSENTHAL, BERNIE	BARON BLOOD/JOHN FAL
ROSENTHAL, BERNIE	UNION JACK/LORD MONT
BARON BLOOD/JOHN FAL	UNION JACK III/JOEY
BARON BLOOD/JOHN FAL	JARVIS, EDWIN
MISTER HYDE/CALVIN Z	ROSENTHAL, BERNIE
MISTER HYDE/CALVIN Z	BATROC/GEORGES BATRO
BATROC/GEORGES BATRO	TOWER, BLAKE
TOWER, BLAKE	MISTER HYDE/CALVIN Z
TOWER, BLAKE	ROSENTHAL, BERNIE
JAMESON, J. JONAH	ROSENTHAL, BERNIE
JAMESON, J. JONAH	FARREL, MIKE
ROBERTSON, JOE	ROSENTHAL, BERNIE
ROBERTSON, JOE	FARREL, MIKE
FARREL, MIKE	BEAST/HENRY &HANK& P
FARREL, MIKE	VISION
FARREL, MIKE	DAREDEVIL/MATT MURDO
FARREL, MIKE	DR. STRANGE/STEPHEN
FARREL, MIKE	IRON MAN/TONY STARK
FARREL, MIKE	WASP/JANET VAN DYNE
DR. STRANGE/STEPHEN	ROSENTHAL, BERNIE
ROSENTHAL, BERNIE	BEAST/HENRY &HANK& P
ROSENTHAL, BERNIE	DAREDEVIL/MATT MURDO
FARREL, MIKE	BLOCKBUSTER II
ROSENTHAL, BERNIE	BLOCKBUSTER II
CAPTAIN AMERICA	BLOCKBUSTER II
HERCULES [GREEK GOD]	DORMA [ATLANTEAN]
VASHTI	HUNTSMAN
VASHTI	ZEUS
DORMA [ATLANTEAN]	HUNTSMAN
DORMA [ATLANTEAN]	ZEUS
ZEUS	NEWELL, DIANE ARLISS
HUNTSMAN	NEWELL, DIANE ARLISS
HUNTSMAN	SUB-MARINER/NAMOR MA
MASTER MAN/WILHELM L	WHIZZER/ROBERT L. FR
MASTER MAN/WILHELM L	U-MAN/MERRANO
MASTER MAN/WILHELM L	PRINCE, DIANA
MASTER MAN/WILHELM L	BARON BLOOD/JOHN FAL
MASTER MAN/WILHELM L	LADY LOTUS
MASTER MAN/WILHELM L	MISS AMERICA/MADELIN
MASTER MAN/WILHELM L	TREVOR, STEVE
MASTER MAN/WILHELM L	SUWAN
MASTER MAN/WILHELM L	YELLOW CLAW/TZING JA
UNION JACK/LORD MONT	WHIZZER/ROBERT L. FR
UNION JACK/LORD MONT	U-MAN/MERRANO
UNION JACK/LORD MONT	PRINCE, DIANA
UNION JACK/LORD MONT	LADY LOTUS
UNION JACK/LORD MONT	MISS AMERICA/MADELIN
UNION JACK/LORD MONT	TREVOR, STEVE
UNION JACK/LORD MONT	SUWAN
UNION JACK/LORD MONT	YELLOW CLAW/TZING JA
UNION JACK II/BRIAN	PRINCE, DIANA
UNION JACK II/BRIAN	TREVOR, STEVE
UNION JACK II/BRIAN	SUWAN
UNION JACK II/BRIAN	YELLOW CLAW/TZING JA
WARRIOR WOMAN/JULIA	WHIZZER/ROBERT L. FR
WARRIOR WOMAN/JULIA	U-MAN/MERRANO
WARRIOR WOMAN/JULIA	PRINCE, DIANA
WARRIOR WOMAN/JULIA	BARON BLOOD/JOHN FAL
WARRIOR WOMAN/JULIA	LADY LOTUS
WARRIOR WOMAN/JULIA	MISS AMERICA/MADELIN
WARRIOR WOMAN/JULIA	TREVOR, STEVE
WARRIOR WOMAN/JULIA	SUWAN
WARRIOR WOMAN/JULIA	YELLOW CLAW/TZING JA
YELLOW CLAW/TZING JA	WHIZZER/ROBERT L. FR
YELLOW CLAW/TZING JA	U-MAN/MERRANO
YELLOW CLAW/TZING JA	PRINCE, DIANA
YELLOW CLAW/TZING JA	BARON BLOOD/JOHN FAL
YELLOW CLAW/TZING JA	LADY LOTUS
YELLOW CLAW/TZING JA	HUMAN TORCH ANDROID/
YELLOW CLAW/TZING JA	MISS AMERICA/MADELIN
YELLOW CLAW/TZING JA	SPITFIRE/LADY JACQUE
YELLOW CLAW/TZING JA	TREVOR, STEVE
SUWAN	WHIZZER/ROBERT L. FR
SUWAN	U-MAN/MERRANO
SUWAN	SUB-MARINER/NAMOR MA
SUWAN	PRINCE, DIANA
SUWAN	BARON BLOOD/JOHN FAL
SUWAN	LADY LOTUS
SUWAN	HUMAN TORCH ANDROID/
SUWAN	MISS AMERICA/MADELIN
SUWAN	SPITFIRE/LADY JACQUE
SUWAN	TREVOR, STEVE
TREVOR, STEVE	WHIZZER/ROBERT L. FR
TREVOR, STEVE	U-MAN/MERRANO
TREVOR, STEVE	SUB-MARINER/NAMOR MA
TREVOR, STEVE	PRINCE, DIANA
TREVOR, STEVE	BARON BLOOD/JOHN FAL
TREVOR, STEVE	CAPTAIN AMERICA
TREVOR, STEVE	LADY LOTUS
TREVOR, STEVE	HUMAN TORCH ANDROID/
TREVOR, STEVE	MISS AMERICA/MADELIN
TREVOR, STEVE	SPITFIRE/LADY JACQUE
SPITFIRE/LADY JACQUE	PRINCE, DIANA
MISS AMERICA/MADELIN	PRINCE, DIANA
HUMAN TORCH ANDROID/	PRINCE, DIANA
LADY LOTUS	PRINCE, DIANA
CAPTAIN AMERICA	PRINCE, DIANA
BARON BLOOD/JOHN FAL	WHIZZER/ROBERT L. FR
BARON BLOOD/JOHN FAL	PRINCE, DIANA
PRINCE, DIANA	WHIZZER/ROBERT L. FR
PRINCE, DIANA	U-MAN/MERRANO
PRINCE, DIANA	SUB-MARINER/NAMOR MA
UNION JACK II/BRIAN	SAWYER, GENERAL SAMU
U-MAN/MERRANO	SAWYER, GENERAL SAMU
U-MAN/MERRANO	BARON STRUCKER/WOLFG
SPITFIRE/LADY JACQUE	SAWYER, GENERAL SAMU
BARON BLOOD/JOHN FAL	SAWYER, GENERAL SAMU
BARON BLOOD/JOHN FAL	BARON STRUCKER/WOLFG
MASTER MAN/WILHELM L	SAWYER, GENERAL SAMU
MASTER MAN/WILHELM L	BARON STRUCKER/WOLFG
WARRIOR WOMAN/JULIA	SAWYER, GENERAL SAMU
WARRIOR WOMAN/JULIA	BARON STRUCKER/WOLFG
LADY LOTUS	SAWYER, GENERAL SAMU
LADY LOTUS	BARON STRUCKER/WOLFG
MISS AMERICA/MADELIN	SAWYER, GENERAL SAMU
MISS AMERICA/MADELIN	BARON STRUCKER/WOLFG
BARON STRUCKER/WOLFG	SAWYER, GENERAL SAMU
HUMAN TORCH ANDROID/	SAWYER, GENERAL SAMU
SAWYER, GENERAL SAMU	WHIZZER/ROBERT L. FR
BIG BEN/	COMANCHE
BIG BEN/	SHADES
SPIDER-MAN/PETER PARKER	CHEMISTRO/CURTIS CAR
JAMESON, J. JONAH	CHEMISTRO/CURTIS CAR
TEMPLE, CLAIRE	MR. LUCK/RAMON GARCI
FOX, PHIL	MR. LUCK/RAMON GARCI
GRIFFITH, D.W.	MR. LUCK/RAMON GARCI
MR. LUCK/RAMON GARCI	CAGE, LUKE/CARL LUCA
MR. FANTASTIC/REED RICHARDS	KOENIG, ERIC
INVISIBLE WOMAN/SUE	KOENIG, ERIC
FORGE	KOENIG, ERIC
FORGE	DUGAN, TIMOTHY ALOYI
DAKINI	PUNISHER II/FRANK CA
TAKIMOTO, RON	PUNISHER II/FRANK CA
PUNISHER II/FRANK CA	GUILOTINE
SHANG-CHI	KORREK
SHANG-CHI	RORY, RICHARD
RORY, RICHARD	KORREK
MICROCHIP/LINUS LIEB	MAD DOG/COLONEL BUZZ
MOON KNIGHT/MARC SPE	MAD DOG/COLONEL BUZZ
MOON KNIGHT/MARC SPE	VIPER II
FRENCHIE/JEAN-PAUL D	MAD DOG/COLONEL BUZZ
FRENCHIE/JEAN-PAUL D	VIPER II
MAD DOG/COLONEL BUZZ	PUNISHER II/FRANK CA
WALTERS, BILLY	CARNAGE/CLETUS KASAD
WALTERS, BILLY	POWER MAN/ERIK JOSTE
WALTERS, BILLY	CITIZEN V II/HELMUT
WALTERS, BILLY	POGUE, BARTON
WALTERS, BILLY	FIXER II/PAUL NORBER
WALTERS, BILLY	SILVER SURFER/NORRIN
ROBERTSON, MARTHA	POWER MAN/ERIK JOSTE
ROBERTSON, MARTHA	CITIZEN V II/HELMUT
ROBERTSON, MARTHA	POGUE, BARTON
ROBERTSON, MARTHA	FIXER II/PAUL NORBER
ROBERTSON, JOE	POGUE, BARTON
SILVER SURFER/NORRIN	POWER MAN/ERIK JOSTE
SILVER SURFER/NORRIN	CITIZEN V II/HELMUT
SILVER SURFER/NORRIN	POGUE, BARTON
SILVER SURFER/NORRIN	FIXER II/PAUL NORBER
SILVER SURFER/NORRIN	WILKS, SHANTAL
STACY, JILL	POWER MAN/ERIK JOSTE
STACY, JILL	CITIZEN V II/HELMUT
STACY, JILL	POGUE, BARTON
STACY, JILL	FIXER II/PAUL NORBER
WILKS, SHANTAL	CARNAGE/CLETUS KASAD
WILKS, SHANTAL	POWER MAN/ERIK JOSTE
WILKS, SHANTAL	CITIZEN V II/HELMUT
WILKS, SHANTAL	POGUE, BARTON
WILKS, SHANTAL	FIXER II/PAUL NORBER
SPIDER-MAN/PETER PARKER	POGUE, BARTON
FIXER II/PAUL NORBER	GREEN GOBLIN/NORMAN
FIXER II/PAUL NORBER	CARNAGE/CLETUS KASAD
FIXER II/PAUL NORBER	POGUE, BARTON
POGUE, BARTON	WATSON-PARKER, MARY
POGUE, BARTON	GREEN GOBLIN/NORMAN
POGUE, BARTON	CARNAGE/CLETUS KASAD
POGUE, BARTON	POWER MAN/ERIK JOSTE
POGUE, BARTON	JAMESON, J. JONAH
POGUE, BARTON	CITIZEN V II/HELMUT
CITIZEN V II/HELMUT	GREEN GOBLIN/NORMAN
CITIZEN V II/HELMUT	CARNAGE/CLETUS KASAD
POWER MAN/ERIK JOSTE	GREEN GOBLIN/NORMAN
POWER MAN/ERIK JOSTE	CARNAGE/CLETUS KASAD
CARNAGE/CLETUS KASAD	GREEN GOBLIN/NORMAN
BARONESS ZEMO/HEIKE	FREE SPIRIT/CATHY WE
BARONESS ZEMO/HEIKE	SUPERIA/WENTWORTH, D
BARONESS ZEMO/HEIKE	BATROC/GEORGES BATRO
BARONESS ZEMO/HEIKE	CITIZEN V II/HELMUT
BARONESS ZEMO/HEIKE	CAPTAIN AMERICA
BARONESS ZEMO/HEIKE	DIAMONDBACK II/RACHE
CITIZEN V II/HELMUT	FREE SPIRIT/CATHY WE
CITIZEN V II/HELMUT	SUPERIA/WENTWORTH, D
BATROC/GEORGES BATRO	FREE SPIRIT/CATHY WE
BATROC/GEORGES BATRO	SUPERIA/WENTWORTH, D
CRYSTAL [INHUMAN]	BARONESS ZEMO/HEIKE
CRYSTAL [INHUMAN]	CITIZEN V II/HELMUT
SUPERIA/WENTWORTH, D	ROSENTHAL, BERNIE
CITIZEN V II/HELMUT	MOONHUNTER/ZACK MOON
CITIZEN V II/HELMUT	CARTER, PEGGY
QUICKSILVER/PIETRO M	BARONESS ZEMO/HEIKE
ROSENTHAL, BERNIE	BARONESS ZEMO/HEIKE
FREE SPIRIT/CATHY WE	CARTER, PEGGY
CARTER, PEGGY	ROTH, ARNIE
CARTER, PEGGY	BARONESS ZEMO/HEIKE
BLACK WIDOW/NATASHA	BARONESS ZEMO/HEIKE
STANKOWICZ, FABIAN	BARONESS ZEMO/HEIKE
BARONESS ZEMO/HEIKE	ROTH, ARNIE
BARONESS ZEMO/HEIKE	MOONHUNTER/ZACK MOON
GOLDDIGGER	BLACK WIDOW/NATASHA
AMERICOP/	BLACK WIDOW/NATASHA
SANADA, KONO	BLACK WIDOW/NATASHA
CENTURY	COACHWHIP
CENTURY	RATTLER
CENTURY	ANACONDA/BLANCHE SIT
CENTURY	ZOLA, ARNIM
CENTURY	JACK FLAG/
CENTURY	BOOMSLANG/
CENTURY	FREE SPIRIT/CATHY WE
CENTURY	RED SKULL/JOHANN SCH
CENTURY	COTTONMOUTH II
CENTURY	FER DE LANCE/TERESA
CENTURY	PUFF ADDER
CENTURY	ROCK PYTHON
ROCK PYTHON	ZOLA, ARNIM
ROCK PYTHON	JACK FLAG/
ROCK PYTHON	FREE SPIRIT/CATHY WE
ROCK PYTHON	SCARLET WITCH/WANDA
ROCK PYTHON	RED SKULL/JOHANN SCH
ROCK PYTHON	IRON MAN/TONY STARK
ROCK PYTHON	SPIDER-WOMAN II/JULI
